Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad
2025-05-04 01:55:00,516,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.94,197,0.36,3,1,0.14,0,0.74,1326,4151,516,19/16/15,10.71,101.92,0.05,8,2,24,7,6,128,9,5,76,9,3,2,22,1,5,4,15,8,3,4,49,438,D03555,3555,LAJ792,Normal,0.7917,5,2,2.5,19,89.5
2025-05-04 02:00:00,919,CATERPILLAR 797F,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.72,208,0.43,4,0,0.92,2,0.95,7912,1482,837,20/16/16,10.22,87.05,2.2,5,1,5,9,1,738,0,34,132,3,2,5,1,8,8,4,20,1,0,9,73,525,C03556,3556,LAJ400,Atencion,0.6667,8,1,1.9,16,93.8
2025-05-04 02:05:00,541,KOMATSU 930 E5,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.09,236,0.42,0,4,1.36,0,0.01,9942,4540,599,19/16/13,16.03,80.96,2.73,2,4,3,1,1,195,7,41,39,6,2,7,27,6,2,6,6,1,8,9,23,485,C03557,3557,LAJ481,Normal,0.75,6,6,2.6,18,66.7
2025-05-04 02:10:00,501,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.37,200,0.31,4,0,0.68,0,0.37,6823,712,100,19/17/15,17.16,91.22,0.0,8,4,9,4,2,946,3,36,63,8,2,8,14,7,0,6,13,8,7,3,58,296,C03558,3558,LAJ782,Normal,0.75,6,0,1.1666666666666667,18,100.0
2025-05-04 02:15:00,532,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.05,196,0.05,1,2,1.63,3,0.47,6586,2173,223,20/16/15,16.96,88.26,0.37,8,0,13,4,3,680,6,48,60,2,6,4,6,9,2,8,5,8,1,2,70,202,B03559,3559,LAJ709,Normal,0.9583,1,0,1.8333333333333333,23,100.0
2025-05-04 02:20:00,536,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.62,182,0.36,0,2,0.93,4,0.73,2388,3985,481,20/18/14,11.09,112.6,1.78,4,3,4,5,1,272,2,34,27,2,5,1,6,3,2,3,12,3,0,6,42,538,E03560,3560,LAJ779,Normal,0.8333,4,2,2.7,20,90.0
2025-05-04 02:25:00,544,KOMATSU 930 E5,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.73,198,0.15,3,0,1.19,4,0.92,9055,1804,228,20/17/15,13.75,88.09,0.8,5,2,4,0,3,292,7,15,38,1,9,7,29,5,6,0,6,7,2,4,15,380,A03561,3561,LAJ917,Normal,0.8333,4,0,0.2333333333333333,20,100.0
2025-05-04 02:30:00,565,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.54,227,0.45,3,4,0.17,4,0.31,8524,1298,288,18/19/13,18.48,92.06,1.8,5,1,22,2,1,571,6,5,14,8,4,3,2,9,0,3,13,9,4,0,85,319,B03562,3562,LAJ679,Normal,0.9583,1,3,1.8333333333333333,23,87.0
2025-05-04 02:35:00,512,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.35,219,0.47,4,3,1.53,0,0.14,1184,3709,894,19/16/15,10.76,96.01,2.28,9,4,26,8,7,738,1,20,92,3,5,6,10,1,7,1,7,1,2,8,18,550,D03563,3563,LAJ738,Normal,0.875,3,0,1.3666666666666667,21,100.0
2025-05-04 02:40:00,903,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.0,234,0.49,2,2,1.36,1,0.04,9101,1170,945,20/17/16,19.64,95.99,2.37,9,1,26,3,2,46,2,2,86,0,2,7,10,0,2,5,9,7,1,2,63,21,E03564,3564,LAJ017,Normal,0.7917,5,2,0.2333333333333333,19,89.5
2025-05-04 02:45:00,922,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.79,242,0.34,0,3,1.6,3,0.39,4618,3324,341,18/17/13,17.5,109.09,1.32,1,0,8,2,4,850,0,31,140,1,3,3,3,7,9,2,21,1,5,6,52,314,E03565,3565,LAJ491,Atencion,0.75,6,1,0.3,18,94.4
2025-05-04 02:50:00,522,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.0,222,0.01,0,1,0.75,0,0.35,3581,2019,100,18/16/15,17.32,115.47,2.44,5,2,7,0,4,288,5,17,113,3,8,2,11,5,7,0,19,5,3,4,93,380,A03566,3566,LAJ354,Atencion,0.6667,8,2,0.8333333333333334,16,87.5
2025-05-04 02:55:00,503,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.07,211,0.46,4,0,1.66,0,0.76,7414,1111,300,21/17/16,19.2,96.33,2.3,9,3,20,6,7,755,5,44,47,1,4,1,21,8,3,2,6,8,8,7,38,315,B03567,3567,LAJ452,Normal,0.9583,1,0,0.9,23,100.0
2025-05-04 03:00:00,505,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.37,180,0.13,3,1,0.04,3,0.69,8775,3252,854,20/17/14,12.04,89.77,1.1,1,3,4,9,8,115,8,48,258,2,6,2,26,7,9,7,38,6,2,8,39,341,C03568,3568,LAJ848,Critico,0.0,12,2,2.466666666666667,0,0.0
2025-05-04 03:05:00,930,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.48,218,0.32,0,4,1.3,0,0.53,7074,2808,497,20/17/15,11.65,113.77,2.46,4,0,21,9,0,456,6,48,70,6,1,7,13,4,9,1,1,4,1,7,73,566,C03569,3569,LAJ594,Normal,0.8333,4,5,2.5,20,75.0
2025-05-04 03:10:00,502,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.97,189,0.21,0,4,1.88,2,0.24,8774,4640,421,18/18/13,15.3,92.51,1.57,9,3,2,2,6,871,7,15,176,6,7,0,16,4,9,6,17,5,2,1,11,287,A03570,3570,LAJ092,Atencion,0.5,12,1,0.6,12,91.7
2025-05-04 03:15:00,527,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.11,202,0.24,2,1,1.43,0,0.49,1819,4736,850,19/19/13,10.91,87.26,2.42,5,4,19,5,4,771,9,3,201,4,9,5,15,4,4,6,30,7,2,6,59,73,A03571,3571,LAJ269,Critico,0.0,18,2,0.4333333333333333,0,0.0
2025-05-04 03:20:00,517,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.63,239,0.31,1,1,0.81,4,0.36,7959,1567,872,21/18/14,18.25,83.57,2.9,4,3,8,0,4,352,2,16,27,2,4,3,24,5,2,0,8,5,5,9,83,353,A03572,3572,LAJ553,Normal,0.9583,1,6,0.4333333333333333,23,73.9
2025-05-04 03:25:00,907,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.4,234,0.16,0,3,0.59,1,0.85,3984,4298,547,21/19/16,17.87,89.85,2.62,0,2,10,9,2,509,7,40,30,8,7,4,11,5,2,1,0,6,3,5,20,402,D03573,3573,LAJ111,Normal,0.7917,5,3,1.2666666666666666,19,84.2
2025-05-04 03:30:00,926,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.77,219,0.13,4,0,0.85,4,0.33,3200,4541,997,19/18/15,13.95,111.32,1.64,6,0,22,8,8,545,8,42,86,9,0,3,2,8,6,9,8,6,7,8,95,269,D03574,3574,LAJ060,Normal,0.875,3,0,2.1,21,100.0
2025-05-04 03:35:00,914,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.53,241,0.45,1,0,0.99,2,0.92,9381,4540,382,19/19/16,18.91,87.85,2.99,6,3,10,0,7,136,9,47,27,1,8,5,8,0,4,5,11,0,6,3,49,537,A03575,3575,LAJ187,Normal,0.7917,5,3,0.6333333333333333,19,84.2
2025-05-04 03:40:00,550,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.31,202,0.33,1,0,1.14,4,0.6,5617,1159,709,19/19/16,11.2,91.41,1.28,5,4,18,7,0,42,6,11,269,6,6,6,3,4,2,4,35,6,6,9,35,312,E03576,3576,LAJ060,Critico,0.0,19,2,0.2333333333333333,0,0.0
2025-05-04 03:45:00,533,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.6,245,0.42,4,0,0.02,2,0.24,1671,3040,771,21/17/13,10.8,104.91,1.04,1,4,15,9,0,763,5,25,86,4,2,7,26,9,2,7,15,0,7,2,15,487,D03577,3577,LAJ777,Normal,0.9583,1,3,2.566666666666667,23,87.0
2025-05-04 03:50:00,936,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.7,228,0.1,2,0,1.51,0,0.13,7469,3935,116,18/16/13,10.97,107.94,1.28,3,0,17,8,6,487,2,15,133,8,6,7,15,5,0,6,22,3,5,8,16,140,A03578,3578,LAJ250,Atencion,0.625,9,1,0.0333333333333333,15,93.3
2025-05-04 03:55:00,900,CATERPILLAR 798AC-P,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.89,195,0.32,2,3,0.86,3,0.91,5715,4759,577,20/17/15,18.37,86.14,2.17,3,3,22,7,6,988,6,44,40,1,7,7,23,9,6,0,1,4,5,0,25,96,B03579,3579,LAJ357,Normal,0.7917,5,6,2.433333333333333,19,68.4
2025-05-04 04:00:00,553,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.6,199,0.41,0,3,1.79,0,0.5,4774,3733,791,20/17/13,18.29,86.67,1.43,5,4,2,0,6,966,4,43,124,8,3,6,6,5,2,6,16,7,7,8,65,126,A03580,3580,LAJ528,Atencion,0.75,6,0,2.6,18,100.0
2025-05-04 04:05:00,518,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.45,232,0.34,3,4,1.74,2,0.39,5420,1352,967,20/19/13,18.23,108.59,1.87,7,2,22,9,8,270,1,14,254,3,9,0,6,5,6,4,42,5,4,5,50,2,A03581,3581,LAJ463,Critico,0.0,24,0,0.2333333333333333,0,0.0
2025-05-04 04:10:00,559,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.27,192,0.07,3,2,0.99,1,0.39,8884,4854,628,20/18/13,14.84,106.02,1.85,3,0,25,9,5,332,0,9,31,1,1,0,6,6,3,0,5,7,1,2,6,46,A03582,3582,LAJ731,Normal,0.75,6,2,0.6,18,88.9
2025-05-04 04:15:00,932,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.09,224,0.14,4,0,0.42,2,0.24,7529,551,618,21/18/14,18.32,95.38,2.71,5,1,17,5,6,656,2,46,13,1,7,1,8,4,0,1,7,6,2,1,36,247,C03583,3583,LAJ503,Normal,0.75,6,2,2.6333333333333333,18,88.9
2025-05-04 04:20:00,508,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.8,198,0.46,1,0,0.2,4,0.13,7974,2308,344,18/19/16,16.81,88.05,0.63,3,3,5,1,5,774,7,2,141,8,5,3,2,7,2,3,24,2,7,3,30,46,B03584,3584,LAJ869,Atencion,0.7083,7,1,0.1,17,94.1
2025-05-04 04:25:00,916,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.17,191,0.26,3,2,1.03,3,0.11,6458,1276,500,18/18/15,10.96,115.23,0.85,1,3,27,2,2,361,1,25,160,6,4,5,18,8,8,0,15,2,3,8,98,47,B03585,3585,LAJ945,Atencion,0.5417,11,5,2.4,13,61.5
2025-05-04 04:30:00,535,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.73,229,0.02,3,3,0.29,1,0.19,3961,3917,245,19/17/16,14.3,86.02,0.78,2,4,16,4,9,304,1,44,1,6,1,8,12,2,1,4,15,0,2,2,7,360,A03586,3586,LAJ425,Normal,0.9167,2,2,0.0,22,90.9
2025-05-04 04:35:00,504,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.2,226,0.02,0,2,0.71,4,0.12,1564,866,179,18/17/13,11.11,86.78,0.68,5,2,3,4,4,423,0,46,49,0,8,9,26,7,6,9,6,1,1,3,5,216,D03587,3587,LAJ478,Normal,0.9167,2,0,1.933333333333333,22,100.0
2025-05-04 04:40:00,901,CATERPILLAR 798AC-A,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.84,220,0.11,1,0,1.18,0,0.65,6289,3560,108,18/19/15,11.29,101.77,0.14,8,0,22,6,7,167,5,8,8,5,1,4,9,3,6,7,4,8,8,1,5,546,E03588,3588,LAJ749,Normal,0.875,3,0,0.3333333333333333,21,100.0
2025-05-04 04:45:00,549,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.6,204,0.14,1,3,1.57,1,0.75,5815,1528,502,21/19/13,11.56,93.24,1.28,8,4,0,6,7,720,1,12,73,9,6,9,20,0,4,1,5,8,6,5,59,472,E03589,3589,LAJ946,Normal,0.9583,1,1,1.4666666666666666,23,95.7
2025-05-04 04:50:00,548,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.23,230,0.33,2,4,1.64,3,0.58,7354,4942,979,21/19/16,13.49,95.86,2.73,5,1,10,2,9,866,7,29,37,5,3,1,0,7,9,6,15,8,1,3,8,196,B03590,3590,LAJ039,Normal,0.75,6,0,2.3666666666666667,18,100.0
2025-05-04 04:55:00,939,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.04,198,0.0,1,0,1.71,1,0.2,9519,1043,216,19/17/14,12.8,118.48,0.2,6,4,12,3,6,938,6,12,0,6,7,8,16,0,0,4,7,5,3,2,51,326,D03591,3591,LAJ539,Normal,0.9167,2,2,2.5,22,90.9
2025-05-04 05:00:00,913,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.67,185,0.3,3,1,1.62,1,0.18,6444,733,373,20/19/14,19.44,90.33,1.9,9,4,0,3,1,40,3,34,98,0,4,7,19,0,7,6,1,4,9,0,76,424,C03592,3592,LAJ953,Normal,0.9583,1,0,0.1333333333333333,23,100.0
2025-05-04 05:05:00,510,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.4,208,0.17,0,0,0.17,0,0.82,4979,4754,883,21/18/14,15.17,102.49,1.47,7,2,17,0,1,832,2,17,200,3,0,7,6,4,9,0,19,0,1,7,71,423,B03593,3593,LAJ765,Atencion,0.625,9,0,2.466666666666667,15,100.0
2025-05-04 05:10:00,910,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.93,189,0.15,4,0,0.8,1,0.97,2681,3850,742,18/18/14,11.16,82.6,1.41,1,1,19,0,7,396,7,21,41,0,7,4,10,3,1,9,4,5,5,6,99,196,C03594,3594,LAJ809,Normal,0.7917,5,2,2.3666666666666667,19,89.5
2025-05-04 05:15:00,561,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.95,237,0.2,4,3,0.18,1,0.69,4276,3237,950,21/19/14,18.89,97.59,2.81,6,2,2,9,3,45,0,27,83,6,0,9,17,5,2,4,9,9,1,6,48,392,C03595,3595,LAJ271,Normal,0.9167,2,5,1.2,22,77.3
2025-05-04 05:20:00,524,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.95,190,0.4,2,0,0.53,4,0.77,4948,985,103,18/16/16,10.45,108.31,0.14,9,0,23,2,5,343,9,38,253,8,6,0,1,4,5,1,49,6,4,5,79,171,E03596,3596,LAJ782,Critico,0.0,18,6,2.1333333333333333,0,0.0
2025-05-04 05:25:00,904,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.75,246,0.01,3,2,0.74,1,0.42,8623,4435,691,20/17/16,15.51,90.26,1.07,4,0,12,2,5,249,1,1,23,1,4,5,18,3,0,4,9,8,2,7,39,474,C03597,3597,LAJ998,Normal,0.7917,5,0,2.4,19,100.0
2025-05-04 05:30:00,542,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.25,227,0.16,3,1,1.96,1,0.13,3251,4075,254,21/18/16,15.08,109.47,1.24,7,2,15,7,2,35,7,6,213,4,1,3,23,8,5,7,29,2,6,5,21,66,D03598,3598,LAJ032,Critico,0.0,17,4,1.1333333333333333,0,0.0
2025-05-04 05:35:00,520,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.34,237,0.38,2,4,1.85,0,0.47,1204,2766,213,18/18/15,12.67,92.32,1.0,6,2,9,0,6,328,7,38,48,3,6,1,19,7,4,8,4,3,2,3,56,346,D03599,3599,LAJ520,Normal,0.75,6,0,1.7,18,100.0
2025-05-04 05:40:00,552,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.34,184,0.12,0,1,1.93,4,0.6,6810,2621,981,19/18/13,11.0,107.49,1.62,3,4,3,4,6,354,6,21,25,0,9,0,29,0,0,1,4,0,6,3,42,572,C03600,3600,LAJ230,Normal,0.75,6,3,2.8,18,83.3
2025-05-04 05:45:00,531,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.5,206,0.17,4,2,0.34,4,0.22,1679,2776,545,18/19/14,19.79,114.56,1.53,4,3,23,9,1,406,7,36,245,3,2,3,0,8,4,1,32,4,0,8,74,2,E03601,3601,LAJ320,Critico,0.0,14,3,2.1,0,0.0
2025-05-04 05:50:00,915,CATERPILLAR 797F,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.14,209,0.12,4,2,0.96,3,0.22,9034,3963,662,18/16/13,14.14,116.87,2.65,5,1,15,4,5,363,0,9,94,3,1,8,22,5,5,0,15,9,8,3,33,285,C03602,3602,LAJ053,Normal,0.9167,2,5,1.9,22,77.3
2025-05-04 05:55:00,925,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.85,215,0.46,2,4,0.68,2,0.35,8326,2615,854,18/17/15,19.32,95.2,2.23,5,0,26,5,9,836,8,27,46,1,9,7,9,9,6,5,8,1,8,4,72,58,A03603,3603,LAJ233,Normal,0.75,6,6,0.5,18,66.7
2025-05-04 06:00:00,526,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.14,242,0.23,4,3,1.13,4,0.24,8100,3570,916,20/17/13,16.42,117.74,2.55,8,4,10,7,5,883,8,37,55,7,7,3,8,6,2,1,11,4,3,7,59,455,A03604,3604,LAJ839,Normal,0.9583,1,2,2.7333333333333334,23,91.3
2025-05-04 06:05:00,909,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.91,191,0.17,4,4,1.11,4,0.31,8815,3243,754,18/18/13,19.15,102.22,2.87,4,2,3,8,9,547,0,1,61,6,0,3,11,3,6,4,9,2,9,7,30,81,D03605,3605,LAJ278,Normal,0.7917,5,4,0.0,19,78.9
2025-05-04 06:10:00,568,KOMATSU 930 E5,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.75,202,0.1,4,1,0.09,0,0.9,2816,2687,294,21/18/16,11.91,88.45,0.12,1,1,23,2,8,789,2,24,231,8,2,1,8,5,2,5,37,0,0,8,18,290,C03606,3606,LAJ197,Critico,0.0,18,2,2.6333333333333333,0,0.0
2025-05-04 06:15:00,933,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.98,205,0.36,1,4,1.5,4,0.29,2524,4143,896,21/19/13,14.97,83.24,0.39,3,3,19,8,7,922,4,30,73,2,2,0,8,2,8,3,9,9,1,3,1,556,E03607,3607,LAJ860,Normal,0.9583,1,1,2.1666666666666665,23,95.7
2025-05-04 06:20:00,521,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.8,248,0.02,0,2,1.79,4,0.12,1545,582,541,18/19/13,19.97,92.18,2.49,1,3,16,1,9,681,4,18,72,6,9,8,8,6,0,9,2,4,7,0,31,268,D03608,3608,LAJ978,Normal,0.7917,5,1,0.9333333333333332,19,94.7
2025-05-04 06:25:00,519,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.48,205,0.34,4,0,1.74,2,0.59,7106,3463,275,19/19/16,12.31,99.07,0.59,3,0,16,5,5,706,0,22,41,2,1,0,13,8,1,1,10,2,9,8,45,208,C03609,3609,LAJ891,Normal,0.75,6,3,1.1,18,83.3
2025-05-04 06:30:00,509,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.29,243,0.11,4,3,1.66,1,0.72,8775,1170,232,20/17/13,16.65,98.75,2.92,7,3,27,4,1,894,3,6,25,9,3,8,5,2,4,2,14,7,3,4,8,27,B03610,3610,LAJ200,Normal,0.75,6,3,0.6,18,83.3
2025-05-04 06:35:00,912,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.86,242,0.27,2,3,1.31,0,0.88,3304,678,405,19/18/16,16.88,105.81,1.22,2,3,29,6,6,115,2,9,3,9,9,7,4,5,5,9,8,8,9,0,22,154,C03611,3611,LAJ485,Normal,0.7917,5,4,0.4,19,78.9
2025-05-04 06:40:00,935,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.76,193,0.38,4,3,0.01,1,0.21,9433,3729,433,20/16/14,12.61,85.42,0.25,7,0,26,6,8,571,7,25,27,8,4,8,3,4,5,9,10,1,5,1,51,255,D03612,3612,LAJ584,Normal,0.875,3,1,2.3666666666666667,21,95.2
2025-05-04 06:45:00,563,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.5,215,0.48,2,4,0.05,3,0.11,2874,958,797,21/16/13,14.83,96.81,0.68,3,2,10,1,5,659,2,1,94,7,5,2,22,6,8,2,12,2,6,3,62,436,D03613,3613,LAJ523,Normal,0.75,6,2,1.1,18,88.9
2025-05-04 06:50:00,902,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.49,224,0.48,4,2,1.67,1,0.76,1945,3501,636,20/17/13,12.47,100.16,2.6,8,2,23,0,2,340,3,40,227,2,3,5,5,0,1,0,25,2,1,7,33,336,D03614,3614,LAJ601,Critico,0.0,20,4,1.5333333333333334,0,0.0
2025-05-04 06:55:00,927,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.53,239,0.05,2,4,0.81,0,0.25,2110,1695,960,20/17/13,10.39,98.64,2.32,2,4,8,2,0,171,0,16,162,7,6,9,2,1,9,1,15,4,4,3,69,297,E03615,3615,LAJ516,Atencion,0.75,6,2,1.4,18,88.9
2025-05-04 07:00:00,537,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.01,225,0.27,2,0,0.37,3,0.16,7748,2820,660,19/19/13,17.71,116.87,1.69,9,0,16,0,4,706,7,19,26,3,6,5,9,8,7,3,10,4,8,7,63,445,E03616,3616,LAJ294,Normal,0.7917,5,5,2.1333333333333333,19,73.7
2025-05-04 07:05:00,547,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.69,232,0.05,0,4,0.18,1,0.49,9696,3781,991,21/18/14,11.66,86.01,0.32,5,1,20,7,8,358,5,8,88,6,7,8,3,2,4,4,5,3,7,4,19,582,E03617,3617,LAJ998,Normal,0.75,6,4,1.1333333333333333,18,77.8
2025-05-04 07:10:00,530,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.31,193,0.17,4,1,0.96,1,0.09,4915,2423,844,20/18/13,17.47,99.25,0.48,4,1,5,2,4,78,9,24,191,5,9,3,11,7,9,9,16,7,0,6,17,408,D03618,3618,LAJ970,Atencion,0.625,9,6,1.3333333333333333,15,60.0
2025-05-04 07:15:00,556,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.65,201,0.21,1,0,1.48,3,0.98,5758,4162,781,21/18/15,11.96,115.2,0.77,4,3,20,7,5,252,4,39,19,2,3,8,0,9,9,6,14,3,6,2,5,432,B03619,3619,LAJ809,Normal,0.9167,2,4,0.8666666666666667,22,81.8
2025-05-04 07:20:00,506,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.69,233,0.36,0,0,0.34,2,0.64,5921,2460,768,19/17/15,18.6,104.22,1.19,8,3,21,8,6,930,8,2,42,4,5,0,14,9,0,0,8,6,5,1,30,452,A03620,3620,LAJ655,Normal,0.9583,1,5,2.6,23,78.3
